Číslo přejezdu železniční	Název definičního úseku 	Žkm přejezdu	Přejezd s trolejovým vedením	Třída pozemní komunikace	Číslo pozemní komunikace	Místní název přejezdu	Zeměpisná šířka	Zeměpisná délka
P7894	Chuchelná - Kravaře ve Sl.	18,21	Ne	O		ul. Lipová Štěpánkovice	49° 57' 13.19038'' N	18° 02' 29.25605'' E
P7895	Chuchelná - Kravaře ve Sl.	18,815	Ne	C		zastávka Štěpánkovice	49° 57' 02.65950'' N	18° 02' 04.87539'' E
P7896	Chuchelná - Kravaře ve Sl.	20,12	Ne	O			49° 56' 24.39161'' N	18° 01' 36.77764'' E
P7897	žst. Brno-Slatina	6,838	Ano	MK		do Slatinky	49° 09' 51.90248'' N	16° 41' 18.50552'' E
P7897		0,108	ne	místní		Slatina	49° 9' 51.932'' N	16° 41' 18.82'' E
P7898	Brno-Slatina - Šlapanice	8,528	Ano	O		Šlapanice-letiště ul.Tuřanka	49° 09' 44.60198'' N	16° 42' 34.56329'' E
P7899	Brno-Slatina - Šlapanice	9,608	Ano	C		ul.Švehlova; k sodovkárně	49° 09' 47.26762'' N	16° 43' 27.10111'' E
P7900	Šlapanice - Blažovice	11,743	Ano	III.	4174		49° 09' 03.93473'' N	16° 44' 27.24722'' E
P7901	Šlapanice - Blažovice	11,923	Ano	III.	4178	v Ponětovicích u školy	49° 09' 07.33381'' N	16° 44' 34.43886'' E
P7902	Šlapanice - Blažovice	12,384	Ano	MK		z žel.zast.Ponětovice	49° 09' 16.04565'' N	16° 44' 52.93035'' E
P7903	Šlapanice - Blažovice	12,862	Ano	O		z Ponětovic ke Gruntům	49° 09' 21.08839'' N	16° 45' 14.84669'' E
P7904	Šlapanice - Blažovice	13,366	Ano	O		z Jiříkovic ke Gruntům	49° 09' 24.03355'' N	16° 45' 39.38660'' E
P7905	Šlapanice - Blažovice	14,68	Ano	O			49° 09' 33.07173'' N	16° 46' 42.45400'' E
P7906	Šlapanice - Blažovice	15,28	Ano	MK		V Blažovicích ke hřbitovu	49° 09' 42.17342'' N	16° 47' 08.53504'' E
P7907	Šlapanice - Blažovice	15,543	Ano	III.	4179	V Blažovicích u žst. na Zbýšov	49° 09' 43.82265'' N	16° 47' 21.52288'' E
P7908	Blažovice - Slavkov u Brna	20,121	Ne	MK			49° 08' 50.48778'' N	16° 49' 53.87433'' E
P7909	Blažovice - Slavkov u Brna	20,548	Ne	II.	416	u žel.zast Křenovice dolní n.	49° 08' 38.24736'' N	16° 50' 03.77474'' E
P7910	žst. Slavkov u Brna	23,059	Ne	O		u stavědla č.2 žst.Slavkov	49° 08' 32.09300'' N	16° 51' 54.90677'' E
P7911	Slavkov u Brna - Bučovice	26,345	Ne	O		Hodějice u mostu	49° 08' 46.23891'' N	16° 54' 28.69473'' E
P7912	Slavkov u Brna - Bučovice	26,91	Ne	III.	504		49° 08' 49.91671'' N	16° 54' 53.96111'' E
P7913	Slavkov u Brna - Bučovice	27,442	Ne	O		u hřiště	49° 08' 43.50799'' N	16° 55' 18.34542'' E
P7914	Slavkov u Brna - Bučovice	28,419	Ne	C		u žel.zast.Křižanovice	49° 08' 42.03458'' N	16° 56' 06.95138'' E
P7915	Slavkov u Brna - Bučovice	28,703	Ne	III.	4199		49° 08' 41.74827'' N	16° 56' 20.44158'' E
P7916	Slavkov u Brna - Bučovice	30,675	Ne	III.	506		49° 08' 50.98797'' N	16° 57' 55.28149'' E
P7917	Slavkov u Brna - Bučovice	31,289	Ne	C		u žel.zast.Marefy	49° 08' 57.33206'' N	16° 58' 24.54684'' E
P7918	žst. Bučovice	32,915	Ne	III.	507	ul. Sokolovská	49° 08' 52.86244'' N	16° 59' 42.34752'' E
P7919	žst. Bučovice	33,521	Ne	II.	431	ul. Ždánská	49° 08' 40.60419'' N	17° 00' 05.65206'' E
P7921	Bučovice - Nesovice	34,768	Ne	O		Do Vícemilic	49° 08' 25.08851'' N	17° 01' 02.25090'' E
P7922	Bučovice - Nesovice	37,061	Ne	III.	508	u žel.zast.Nevojice	49° 08' 12.32466'' N	17° 02' 51.08142'' E
P7923	Bučovice - Nesovice	39,088	Ne	MK		u mostku k Brnu	49° 08' 50.86866'' N	17° 04' 04.64332'' E
P7924	žst. Nesovice	40,188	Ne	II.	429	hlavní na zhlaví-ocelogumový	49° 08' 58.04570'' N	17° 04' 57.50068'' E
P7925	Nesovice - Nemotice	40,615	Ne	MK		k JZD přechod	49° 08' 58.17895'' N	17° 05' 18.51334'' E
P7926	Nesovice - Nemotice	40,955	Ne	C		jednosměrka k JZD	49° 08' 57.50449'' N	17° 05' 35.23605'' E
P7927	žst. Nemotice	47,475	Ne	II.	429	hlavní u st.1 žst.Nemotice	49° 08' 01.53420'' N	17° 07' 02.70357'' E
P7928	Nemotice - Kyjov	48,911	Ne	O		do lesa u Snovídek	49° 07' 32.75276'' N	17° 06' 11.11942'' E
P7929	Nemotice - Kyjov	50,895	Ne	O		lesní do Mouchnic	49° 06' 36.28153'' N	17° 06' 26.54200'' E
P7930	Nemotice - Kyjov	51,948	Ne	O		"lesní u \""52\"""	49° 06' 10.81848'' N	17° 06' 45.83938'' E
P7931	Nemotice - Kyjov	53,575	Ne	O		u žel.zast.Jestřabice;STABILA	49° 05' 19.92954'' N	17° 06' 47.84763'' E
P7932	Nemotice - Kyjov	57,12	Ne	O		u stavědla v Bohuslavicích	49° 03' 39.72214'' N	17° 06' 50.52899'' E
P7933	Nemotice - Kyjov	57,933	Ne	MK		přechod v žel.zast.Bohuslavice	49° 03' 17.21453'' N	17° 07' 09.24917'' E
P7934	žst. Kyjov	62,182	Ne	III.	43234	Boršovský, v žst.Kyjov	49° 01' 06.38470'' N	17° 07' 28.50558'' E
P7935	Kyjov - Vlkoš	64,247	Ne	MK		šroubárenský u žel.zast. Kyjov	49° 00' 13.82930'' N	17° 07' 22.09923'' E
P7935		0,701853 Kolej č.1	ne	místní		"""šroubárenský přejed 64 km"""	49° 0' 33.93''N	17° 0' 21.981''E
P7936	Kyjov - Vlkoš	65,114	Ne	II.	432	milotický	48° 59' 48.67033'' N	17° 07' 34.22864'' E
P7937	Kyjov - Vlkoš	69,808	Ne	III.	4255	skoronický	48° 59' 15.66014'' N	17° 09' 42.31563'' E
P7938	Vlkoš - Bzenec	73,512	Ne	III.	4257	ve Vracově u školy	48° 58' 42.40606'' N	17° 12' 32.15349'' E
P7939	Vlkoš - Bzenec	73,647	Ne	C		ve Vracově Prostřední	48° 58' 41.12752'' N	17° 12' 38.42753'' E
P7940	Vlkoš - Bzenec	74,286	Ne	C		u žel.zastávky Vracov	48° 58' 35.92532'' N	17° 13' 09.12114'' E
P7941	Vlkoš - Bzenec	76,742	Ne	O		zadní k Vracovu do polí	48° 58' 17.25163'' N	17° 15' 02.60688'' E
P7942	žst. Bzenec - (moravskopísecké zhlaví)	77,945	Ne	MK		u Balšíkového do prům.zóny	48° 58' 06.13669'' N	17° 15' 57.95205'' E
P7943	Bzenec - Veselí nad Moravou	79,39	Ne	II.	426	z Bzence na Strážnici	48° 58' 03.49718'' N	17° 17' 08.12195'' E
P7943	Bzenec - Moravský Písek	79,39	Ne	II.	426	z Bzence na Strážnici	48° 58' 03.49718'' N	17° 17' 08.12195'' E
P7944	Bzenec - Veselí nad Moravou	82,605	Ne	O		na Hajnisku	48° 57' 48.84515'' N	17° 19' 33.46033'' E
P7945	Bzenec - Veselí nad Moravou	86,488	Ne	I.	55	zarazický	48° 56' 35.41684'' N	17° 22' 07.70833'' E
P7946	Veselí nad Moravou - Uherský Ostroh	88,578	Ne	MK		k sídlišti Hutník	48° 57' 19.33070'' N	17° 23' 29.00100'' E
P7947	Veselí nad Moravou - Uherský Ostroh	89,934	Ne	MK		ke statku, u hřbitova	48° 57' 59.84434'' N	17° 23' 55.05625'' E
P7948	Veselí nad Moravou - Uherský Ostroh	90,722	Ne	O		k firmě ŽPSV	48° 58' 23.68026'' N	17° 24' 08.62039'' E
P7949	Uherský Ostroh - Ostrožská Nová Ves	92,113	Ne	I.	71	Blatnický	48° 59' 07.62068'' N	17° 24' 18.17322'' E
P7950	Uherský Ostroh - Ostrožská Nová Ves	92,282	Ne	C		u potoka	48° 59' 10.50841'' N	17° 24' 25.15911'' E
P7951	Uherský Ostroh - Ostrožská Nová Ves	92,79	Ne	C		na zahrádky	48° 59' 19.07026'' N	17° 24' 46.57785'' E
P7953	Uherský Ostroh - Ostrožská Nová Ves	94,356	Ne	O		chylický	49° 00' 01.65249'' N	17° 25' 27.78526'' E
P7954	Ostrožská Nová Ves - Aircraft Indusries	95,875	Ne	O		ke štěrkovně, koupaliště, jezero	49° 00' 39.39318'' N	17° 26' 16.79685'' E
P7955	Ostrožská Nová Ves - Aircraft Indusries	96,563	Ne	O		do lázní	49° 00' 56.80453'' N	17° 26' 36.82726'' E
P7956	Ostrožská Nová Ves - Aircraft Indusries	96,881	Ne	MK		přechod do lázní	49° 01' 05.00716'' N	17° 26' 46.10202'' E
P7957	Ostrožská Nová Ves - Aircraft Indusries	99,433	Ne	MK		do LETU na zast.	49° 02' 18.79187'' N	17° 27' 39.98352'' E
P7958	Aircraft Indusries - Kunovice-výhybka 19	99,85	Ne	C		do nového LETU	49° 02' 32.23332'' N	17° 27' 42.16165'' E
P7959	Aircraft Indusries - Kunovice-výhybka 19	100,312	Ne	MK		chodník u Olšavy	49° 02' 46.79217'' N	17° 27' 44.52205'' E
P7960	Aircraft Indusries - Kunovice-výhybka 19	100,338	Ne	C		vpravo u Olšavy	49° 02' 47.93871'' N	17° 27' 44.65023'' E
P7961	Aircraft Indusries - Kunovice-výhybka 19	100,674	Ne	O		pod nadjezdem	49° 02' 58.78456'' N	17° 27' 46.41922'' E
P7962	žst. Kunovice-kolej 1a	101,139	Ne	MK		pod Věží	49° 03' 09.22317'' N	17° 28' 00.71874'' E
P7963	Kunovice - Hradčovice	102,154	Ne	MK		v Sadech	49° 02' 59.90614'' N	17° 28' 48.65206'' E
P7964	Kunovice - Hradčovice	103,942	Ne	III.	5014	za zastávkou Vésky	49° 02' 33.72511'' N	17° 30' 04.67760'' E
P7965	Kunovice - Hradčovice	106,175	Ne	III.	5016	u zastávky Popovice	49° 02' 45.25826'' N	17° 31' 41.34782'' E
P7966	Kunovice - Hradčovice	106,922	Ne	O		u řeky Olšavy	49° 02' 28.89875'' N	17° 32' 07.67642'' E
P7967	Kunovice - Hradčovice	108,201	Ne	H		Veletiny - parní mašina	49° 02' 28.63170'' N	17° 33' 07.57334'' E
P7968	Kunovice - Hradčovice	108,898	Ne	H		polní u Veletin	49° 02' 33.69330'' N	17° 33' 41.07113'' E
P7969	Hradčovice - Uherský Brod	109,993	Ne	III.	5019	Hradčovice u stanice	49° 02' 39.76811'' N	17° 34' 33.91494'' E
P7970	Hradčovice - Uherský Brod	110,453	Ne	O		Hradčovice	49° 02' 40.83045'' N	17° 34' 56.61644'' E
P7971	Hradčovice - Uherský Brod	111,59	Ne	O		u hřiště (u kiosku)	49° 02' 45.18415'' N	17° 35' 50.70136'' E
P7972	Hradčovice - Uherský Brod	113,92	Ne	O		u zastávky Havřice	49° 01' 59.64234'' N	17° 37' 10.32402'' E
P7973	Hradčovice - Uherský Brod	114,405	Ne	III.	4958	hlavní u zadní brány zbrojovky	49° 01' 45.92960'' N	17° 37' 21.99002'' E
P7974	Uherský Brod - Újezdec u Luhačovic	116,589	Ne	II.	490	hlavní brodský směr Nivnice	49° 01' 14.83393'' N	17° 38' 57.19027'' E
P7974		0,3232	ne	MK2		u.28.února	49° 1' 14.29978'' N	17° 38' 57.62979'' E
P7975	Uherský Brod - Újezdec u Luhačovic	116,859	Ne	O		za maršnerkou	49° 01' 16.64077'' N	17° 39' 10.08321'' E
P7976	Uherský Brod - Újezdec u Luhačovic	118,85	Ne	O		u rybníků	49° 01' 45.59920'' N	17° 40' 36.62692'' E
P7977	Uherský Brod - Újezdec u Luhačovic	118,932	Ne	MK		u Olšavy	49° 01' 47.20103'' N	17° 40' 40.45314'' E
P7978	Újezdec u Luhačovic - Luhačovice	0,137	Ne	MK		útulek SŽDC	49° 02' 02.02285'' N	17° 41' 16.21883'' E
P7978	Újezdec u Luhačovic - Nezdenice	119,8	Ne	MK		útulek SŽDC	49° 02' 02.02285'' N	17° 41' 16.21883'' E
P7979	Újezdec u Luhačovic - Nezdenice	120,345	Ne	O		polní	49° 02' 07.61293'' N	17° 41' 40.98995'' E
P7980	Újezdec u Luhačovic - Nezdenice	121,681	Ne	MK		cyklostezka (z obce do polí)	49° 01' 50.40418'' N	17° 42' 41.14731'' E
P7981	Újezdec u Luhačovic - Nezdenice	122,672	Ne	MK		u zasávky	49° 01' 48.21807'' N	17° 43' 28.18567'' E
P7982	Újezdec u Luhačovic - Nezdenice	122,871	Ne	MK		u pálenice	49° 01' 48.66058'' N	17° 43' 35.93556'' E
P7983	Újezdec u Luhačovic - Nezdenice	123,284	Ne	II.	495	Hlavní	49° 01' 45.06936'' N	17° 43' 57.45908'' E
P7984	Nezdenice - Bojkovice	125,267	Ne	III.	49511	Nezdenice, u penzionu	49° 01' 07.58055'' N	17° 45' 12.96446'' E
P7985	Nezdenice - Bojkovice	126,615	Ne	MK		Záhorovice	49° 01' 15.44865'' N	17° 46' 15.87293'' E
P7986	Nezdenice - Bojkovice	127,184	Ne	MK		zastávka Záhorovice	49° 01' 16.67176'' N	17° 46' 43.97766'' E
P7987	Nezdenice - Bojkovice	127,637	Ne	C		u mlýna	49° 01' 24.53368'' N	17° 47' 02.05332'' E
P7988	Nezdenice - Bojkovice	128,982	Ne	II.	495	u Ryzů	49° 02' 01.72761'' N	17° 47' 28.27218'' E
P7989	Bojkovice - Slavičín	129,619	Ne	II.	496	ve stanici	49° 02' 14.67545'' N	17° 47' 52.51373'' E
P7990	Bojkovice - Slavičín	130,014	Ne	MK		na Rudimov, u Kuchařového	49° 02' 18.28402'' N	17° 48' 10.20522'' E
P7991	Bojkovice - Slavičín	130,741	Ne	III.	49516	Bojkovice na zastávce	49° 02' 07.10736'' N	17° 48' 38.77064'' E
P7992	Bojkovice - Slavičín	131,389	Ne	II.	495	za vjezd.od Slavíč. do Víceníkov	49° 02' 15.90094'' N	17° 49' 07.50520'' E
P7993	Bojkovice - Slavičín	133,449	Ne	II.	495	u zastávky	49° 02' 14.94224'' N	17° 50' 30.71204'' E
P7994	Bojkovice - Slavičín	133,726	Ne	MK		Pitín - přechod	49° 02' 13.48617'' N	17° 50' 44.31516'' E
P7995	Bojkovice - Slavičín	134,033	Ne	MK		do Nadchodničí a Dělnice	49° 02' 09.52949'' N	17° 50' 57.96969'' E
P7996	Bojkovice - Slavičín	134,534	Ne	O		za hřištěm v oblouku	49° 02' 07.40197'' N	17° 51' 20.96121'' E
P7997	Bojkovice - Slavičín	134,663	Ne	MK		obecní	49° 02' 10.49288'' N	17° 51' 25.32732'' E
P7998	Bojkovice - Slavičín	139,493	Ne	O		u zastávky Hostětín	49° 03' 13.33298'' N	17° 52' 20.53656'' E
P7999	Bojkovice - Slavičín	141,534	Ne	O		Hostětín, v Kolelači	49° 03' 59.27541'' N	17° 52' 15.24385'' E
P8000	Bojkovice - Slavičín	142,85	Ne	II.	495	nad Hrádkem	49° 04' 12.27203'' N	17° 53' 06.67640'' E
P8001	Slavičín - Bohuslavice nad Vláří	144,188	Ne	II.	495	do Slavíčína, u žel.stanice	49° 04' 29.89312'' N	17° 54' 06.53071'' E
P8002	Slavičín - Bohuslavice nad Vláří	145,179	Ne	O		do polí	49° 04' 54.20402'' N	17° 54' 35.33464'' E
P8003	Slavičín - Bohuslavice nad Vláří	146,202	Ne	O		u Divnice	49° 05' 25.48257'' N	17° 54' 44.72238'' E
P8004	Slavičín - Bohuslavice nad Vláří	146,478	Ne	O		před zast.Divnice u políčka	49° 05' 34.22273'' N	17° 54' 45.19783'' E
P8005	Slavičín - Bohuslavice nad Vláří	147,022	Ne	MK		přechod u zast.Divnice	49° 05' 49.96743'' N	17° 54' 49.75485'' E
P8006	Slavičín - Bohuslavice nad Vláří	148,1	Ne	III.	49520	do Valašských Klobouků	49° 05' 56.22027'' N	17° 55' 33.09843'' E
P8007	Bohuslavice nad Vláří - Bylnice	149,048	Ne	III.	49521	Bohuslavice A	49° 05' 26.12686'' N	17° 55' 37.04972'' E
P8008	Bohuslavice nad Vláří - Bylnice	149,614	Ne	O		místní	49° 05' 17.22832'' N	17° 55' 59.06345'' E
P8009	Bohuslavice nad Vláří - Bylnice	151,72	Ne	O		polní za Rokytenkou	49° 04' 25.82360'' N	17° 56' 57.45013'' E
P8010	Bohuslavice nad Vláří - Bylnice	153,037	Ne	H		u Popova	49° 04' 42.86170'' N	17° 57' 44.74006'' E
P8011	Bohuslavice nad Vláří - Bylnice	153,94	Ne	III.	49524	Popov	49° 04' 40.61252'' N	17° 58' 16.51822'' E
P8012	Bohuslavice nad Vláří - Bylnice	155,884	Ne	O		polní, za čapím hnízdem	49° 04' 27.66350'' N	17° 59' 26.27217'' E
P8013	Bohuslavice nad Vláří - Bylnice	156,117	Ne	II.	495	u čapího hnízda	49° 04' 23.93009'' N	17° 59' 36.28112'' E
P8014	Bohuslavice nad Vláří - Bylnice	157,186	Ne	C		na pilu, na dvojce	49° 04' 09.67567'' N	18° 00' 24.03626'' E
P8014	Bylnice - Brumov	0,574	Ne	C		na pilu, na dvojce	49° 04' 09.67567'' N	18° 00' 24.03626'' E
P8015	Bylnice - Vlárský průsmyk	158,373	Ne	O		na jedničce	49° 03' 50.62327'' N	18° 01' 12.08877'' E
P8016	Bylnice - Vlárský průsmyk	161,768	Ne	I.	57	Svatý Štěpán	49° 02' 24.51022'' N	18° 02' 40.61458'' E
P8017	žst. Vlárský průsmyk	163,045	Ne	C		Vlárský průsmyk - Sidonie	49° 01' 54.21795'' N	18° 03' 12.29538'' E
P8018	km 80,229 DÚ 2306 02 - Moravský Písek	0,517	Ne	O		u Osevy	48° 58' 18.65748'' N	17° 18' 09.04425'' E
P8019	žst. Kunovice-kolej 101	0,381	Ne	O		na Kunov.spojce	49° 03' 12.33614'' N	17° 27' 48.28517'' E
P8020	Nemotice - Koryčany	0,14	Ne	O		u nádraží	49° 07' 59.37563'' N	17° 06' 58.62346'' E
P8021	Nemotice - Koryčany	0,595	Ne	MK		u Sokolovny	49° 07' 49.61580'' N	17° 07' 14.80783'' E
P8022	Nemotice - Koryčany	0,852	Ne	MK		Na Návsi	49° 07' 43.33781'' N	17° 07' 23.16458'' E
P8023	Nemotice - Koryčany	1,254	Ne	MK		zadní u Stupavky, MČ Chaloupky	49° 07' 33.53275'' N	17° 07' 36.22940'' E
P8024	Nemotice - Koryčany	2,674	Ne	II.	429	hlavní silniční do Mouchnice	49° 06' 52.07559'' N	17° 08' 04.13279'' E
P8025	Nemotice - Koryčany	2,823	Ne	C		uprostřed dědiny	49° 06' 48.59679'' N	17° 08' 09.08001'' E
P8026	Nemotice - Koryčany	3,139	Ne	O		na kraji dědiny	49° 06' 41.22097'' N	17° 08' 20.02951'' E
P8027	Nemotice - Koryčany	3,342	Ne	O		u Mouchnic v poli	49° 06' 40.06433'' N	17° 08' 29.57529'' E
P8028	Nemotice - Koryčany	4,162	Ne	C		ke skládce u ČOV	49° 06' 45.41927'' N	17° 09' 09.14781'' E
P8029	nz. Koryčany	4,974	Ne	III.	43233	do Blišic	49° 06' 47.70714'' N	17° 09' 49.14296'' E
P8030	Kunovice - Uherské Hradiště	1,172	Ne	C		průmyslová zóna, tech.služby	49° 03' 34.12795'' N	17° 27' 42.65336'' E
P8031	Uherské Hradiště - Staré Město u U.H.	2,917	Ne	C		U řeky Moravy	49° 04' 15.70257'' N	17° 26' 53.16673'' E
P8032	Uherské Hradiště - Staré Město u U.H.	3,556	Ne	C		U drůbežárny,cyklostezka	49° 04' 18.71745'' N	17° 26' 22.37471'' E
P8033	Újezdec u Luhačovic - Luhačovice	0,777	Ne	O		ke kolibě (motorest)	49° 02' 20.24400'' N	17° 41' 30.14031'' E
P8034	Újezdec u Luhačovic - Luhačovice	2,857	Ne	O		polní u potoka	49° 03' 19.91770'' N	17° 42' 05.66742'' E
P8035	Újezdec u Luhačovic - Luhačovice	3,905	Ne	O		u Studénkového(chatařská oblast)	49° 03' 48.57454'' N	17° 42' 24.89411'' E
P8036	Újezdec u Luhačovic - Luhačovice	4,448	Ne	C		hlavní přejezd v Polichnu	49° 04' 03.16839'' N	17° 42' 37.51530'' E
P8037	Újezdec u Luhačovic - Luhačovice	4,51	Ne	MK		přechod u zast. Polichno	49° 04' 05.13731'' N	17° 42' 38.86839'' E
P8038	Újezdec u Luhačovic - Luhačovice	4,762	Ne	O		u Majzlíka	49° 04' 11.85430'' N	17° 42' 45.53446'' E
P8039	Újezdec u Luhačovic - Luhačovice	5,344	Ne	O		u vodního zdroje	49° 04' 29.43040'' N	17° 42' 44.76825'' E
P8040	Újezdec u Luhačovic - Luhačovice	5,688	Ne	II.	490	hlavní na Zlín 2.třídy	49° 04' 36.18689'' N	17° 42' 57.91350'' E
P8041	Újezdec u Luhačovic - Luhačovice	5,955	Ne	O		u zastávky (proutkaři)	49° 04' 41.59740'' N	17° 43' 07.14275'' E
P8042	Újezdec u Luhačovic - Luhačovice	6,932	Ne	O		u chatové osady, v poli	49° 04' 58.72990'' N	17° 43' 38.41825'' E
P8043	Újezdec u Luhačovic - Luhačovice	7,914	Ne	B		u firmy TOKO	49° 05' 22.78672'' N	17° 44' 08.12401'' E
P8044	Újezdec u Luhačovic - Luhačovice	8,605	Ne	B		u PENY, sídliště Zahradní	49° 05' 38.43055'' N	17° 44' 30.01779'' E
P8045	Újezdec u Luhačovic - Luhačovice	9,109	Ne	B		Hrazánská ulice, u zámku	49° 05' 48.20840'' N	17° 44' 45.31850'' E
P8046	Újezdec u Luhačovic - Luhačovice	9,21	Ne	C		před nádražím, k sídlišti	49° 05' 51.08991'' N	17° 44' 47.78236'' E
P8047	Újezdec u Luhačovic - Luhačovice	9,4	Ne	MK		přechod u žel. stanice	49° 05' 53.59239'' N	17° 44' 56.29103'' E
P8048	Brumov - Valašské Klobouky	6,167	Ne	III.	50736	Návojná	49° 06' 02.72209'' N	18° 02' 39.95289'' E
P8049	žst. Hustopeče n.Beč.	15,162	Ano	III.	43911		49° 31' 27.85187'' N	17° 51' 41.76875'' E
P8050	Hustopeče n.Beč. - Lhotka n.Beč.	18,889	Ano	O			49° 30' 36.70021'' N	17° 54' 29.13597'' E
P8051	Lhotka n.Beč. - Valašské Meziříčí	21,815	Ano	O			49° 29' 56.12968'' N	17° 56' 38.00457'' E
P8052	Lhotka n.Beč. - Valašské Meziříčí	24,233	Ano	III.	3561	Juřinka	49° 28' 53.37075'' N	17° 57' 49.40904'' E
P8053	Valašské Meziříčí - Bystřička	27,704	Ano	I.		Jarcová	49° 27' 06.75864'' N	17° 58' 08.67209'' E
P8054	Valašské Meziříčí - Bystřička	32,272	Ano	III.	5726	Bystřička 1, k přehradě	49° 25' 05.95454'' N	17° 57' 48.26823'' E
P8055	Bystřička - Jablůnka	33,243	Ano	I.		Bystřička 2, hlavní cesta	49° 24' 51.56505'' N	17° 57' 07.51170'' E
P8056	Bystřička - Jablůnka	34,312	Ano	MK		přechod Jablůnka	49° 24' 19.05157'' N	17° 57' 12.85288'' E
P8057	Bystřička - Jablůnka	36,255	Ano	III.	5732	na Pržno	49° 23' 18.20239'' N	17° 56' 54.57159'' E
P8058	žst. Jablůnka	37,308	Ano	I.		u žst. Jablůnka	49° 22' 44.87277'' N	17° 56' 49.37181'' E
P8059	Jablůnka - Vsetín	43,415	Ano	MK		Vsetín, Štěpánská ulice	49° 20' 14.37076'' N	17° 59' 19.53340'' E
P8059		0,021	ne	IV		ul. Štěpánská (pro pěší)	49° 20' 14.54'' N	17° 59' 19.65'' E
P8060	Jablůnka - Vsetín	38,264	Ano	C		spoj.komunikace, část za dráhou	49° 20' 12.06569'' N	17° 59' 25.12200'' E
P8061	Vsetín-Bečva - Hovězí	3,39	Ne	I.		na Valašské Klobouky	49° 18' 34.87098'' N	18° 00' 13.15262'' E
P8062	Vsetín-Bečva - Hovězí	4,591	Ne	MK		u zastávky	49° 18' 29.34226'' N	18° 01' 11.47045'' E
P8063	Vsetín-Bečva - Hovězí	5,208	Ne	O		u kravína	49° 18' 27.12990'' N	18° 01' 40.94984'' E
P8064	Vsetín-Bečva - Hovězí	5,55	Ne	O		u Záružného potoka	49° 18' 27.46536'' N	18° 01' 57.85362'' E
P8065	Hovězí - Halenkov	7,621	Ne	III.	4873	u zastávky	49° 18' 17.33756'' N	18° 03' 38.09069'' E
P8066	Hovězí - Halenkov	7,633	Ne	MK		u pálenice	49° 18' 17.26009'' N	18° 03' 38.99582'' E
P8067	Hovězí - Halenkov	8,56	Ne	O		k chatě do Hůrky	49° 18' 10.86876'' N	18° 04' 22.90242'' E
P8068	Hovězí - Halenkov	9,158	Ne	O		u splavu	49° 18' 08.97107'' N	18° 04' 52.43139'' E
P8069	Hovězí - Halenkov	9,75	Ne	MK		Hřebík	49° 18' 10.88874'' N	18° 05' 21.09589'' E
P8070	Hovězí - Halenkov	9,868	Ne	III.	48730	Zděchov	49° 18' 10.40460'' N	18° 05' 26.77711'' E
P8071	Hovězí - Halenkov	9,937	Ne	MK		u žel.zastávky	49° 18' 10.85347'' N	18° 05' 30.04617'' E
P8072	Hovězí - Halenkov	10,107	Ne	O		za žel. zastávkou	49° 18' 12.04715'' N	18° 05' 38.33346'' E
P8073	Hovězí - Halenkov	10,499	Ne	MK		u obecního úřadu	49° 18' 14.76694'' N	18° 05' 57.29862'' E
P8074	Hovězí - Halenkov	11,25	Ne	MK		u školy I.	49° 18' 25.19882'' N	18° 06' 29.98514'' E
P8075	Hovězí - Halenkov	11,33	Ne	MK		u školy II.	49° 18' 26.58335'' N	18° 06' 32.58175'' E
P8076	Hovězí - Halenkov	11,798	Ne	MK		Huslenky u soukromníka	49° 18' 33.57133'' N	18° 06' 52.91250'' E
P8077	Hovězí - Halenkov	11,958	Ne	III.	4875	Kychová	49° 18' 35.36574'' N	18° 07' 00.37476'' E
P8078	Hovězí - Halenkov	11,988	Ne	MK		Bařiny (za zastávkou)	49° 18' 35.35414'' N	18° 07' 01.86739'' E
P8079	Hovězí - Halenkov	12,568	Ne	O		u statku	49° 18' 33.69800'' N	18° 07' 29.57547'' E
P8080	Hovězí - Halenkov	12,849	Ne	MK		pod Černým	49° 18' 37.21953'' N	18° 07' 42.22341'' E
P8081	Hovězí - Halenkov	13,031	Ne	MK		u Lipky	49° 18' 40.35614'' N	18° 07' 49.30705'' E
P8082	Hovězí - Halenkov	13,634	Ne	MK		u družstva	49° 18' 50.89458'' N	18° 08' 14.38430'' E
P8083	Hovězí - Halenkov	13,871	Ne	MK		ke Kopeckým	49° 18' 54.84533'' N	18° 08' 24.34212'' E
P8084	Hovězí - Halenkov	14,208	Ne	II.	487	u liďáku	49° 19' 00.63043'' N	18° 08' 38.52804'' E
P8085	Hovězí - Halenkov	14,346	Ne	MK		u školy	49° 19' 03.61514'' N	18° 08' 43.54606'' E
P8086	Hovězí - Halenkov	14,472	Ne	MK		u moštárny	49° 19' 06.37804'' N	18° 08' 48.09687'' E
P8088	žst. Halenkov	15,225	Ne	C		pila u nádraží	49° 19' 21.77248'' N	18° 09' 15.76180'' E
P8089	Halenkov - Nový Hrozenkov	15,689	Ne	MK		Halenkov - u Koňaříků	49° 19' 30.24127'' N	18° 09' 34.86195'' E
P8090	Halenkov - Nový Hrozenkov	16,171	Ne	III.		na Lušovou	49° 19' 41.95002'' N	18° 09' 50.39836'' E
P8091	Halenkov - Nový Hrozenkov	16,37	Ne	O		u Palúcha	49° 19' 46.35062'' N	18° 09' 57.46670'' E
